Region,Weight_Column,Index,Spearman_rho,p_value,p_value_FDR_corrected_GLOBAL
exon,Average_Weight_exon,Hydrogen_bond_z,0.04403414293458337,0.4830292844031733,0.697016784134826
exon,Average_Weight_exon,Stacking_energy_z,-0.0388567808016947,0.5359824019627571,0.7375904614166383
exon,Average_Weight_exon,Solvation_z,-0.0610158603693886,0.3308603129161113,0.6203630867177087
intron,Average_Weight_intron,Shift_z,-0.027144088356798504,0.6655526990743126,0.8116496330174543
intron,Average_Weight_intron,Slide_z,-0.013121836572961199,0.8345021608400438,0.9136884972701209
intron,Average_Weight_intron,Rise_z,0.022305738709299614,0.7224476638815485,0.8600567427161291
intron,Average_Weight_intron,Tilt_z,-0.03974459248426448,0.5266999305128977,0.7315276812679133
intron,Average_Weight_intron,Roll_z,0.044082903913076205,0.48254435716525834,0.697016784134826
intron,Average_Weight_intron,Twist_z,-0.020999427536386103,0.738090233088067,0.8661943088690739
intron,Average_Weight_intron,A_philicity_energy_z,0.14435776736317724,0.020858482621197216,0.1251508957271833
intron,Average_Weight_intron,DNA_bendability_z,0.003118819095196292,0.9603957079820121,0.9778090285450547
intron,Average_Weight_intron,X_Displacement_z,0.02331007376104582,0.710498686883831,0.8525984242605972
intron,Average_Weight_intron,Y_Displacement_z,0.07682366513767898,0.22058487149220216,0.46602437639197636
intron,Average_Weight_intron,Inclination_z,0.10413065511552695,0.09642070913981254,0.26783530316614595
intron,Average_Weight_intron,Tip_z,0.010261914125305601,0.8702102665720122,0.9458807245347958
intron,Average_Weight_intron,Shear_z,0.042668749777380645,0.49671431992501014,0.697016784134826
intron,Average_Weight_intron,Stretch_z,-0.08881855590235774,0.15649925752076604,0.36679513481429543
intron,Average_Weight_intron,Stagger_z,-0.08478719573824385,0.17624973836272353,0.40056758718800806
intron,Average_Weight_intron,Buckle_z,0.11673565980098509,0.062179823319039075,0.21690636041525257
intron,Average_Weight_intron,Propel_z,-0.016309153771393206,0.7951054451678159,0.8967354644749803
intron,Average_Weight_intron,Opening_z,0.08393038884407658,0.1806756757209549,0.40449778146482435
intron,Average_Weight_intron,Alpha_z,0.15999014578236695,0.010351792399086167,0.0862649366590514
intron,Average_Weight_intron,Beta_z,0.11446147510270765,0.06748430279926347,0.22984710242231698
intron,Average_Weight_intron,Gamma_z,0.09793937887156125,0.11802402381950283,0.30006107750721056
intron,Average_Weight_intron,Delta_z,-0.23922690085026077,1.1101183431240696e-4,0.0033303550293722088
intron,Average_Weight_intron,Epsilon_z,-0.11385729512561824,0.0689541307266951,0.22984710242231698
intron,Average_Weight_intron,Zeta_z,-0.12080182058663423,0.05355165859297087,0.20081871972364077
intron,Average_Weight_intron,Chi_z,0.14670188401784054,0.018851061375876162,0.11781913359922601
intron,Average_Weight_intron,Phase_z,-0.20195444273699684,0.001158115403559532,0.013581388012627699
intron,Average_Weight_intron,Amplitude_z,-0.1374973874615593,0.027831756245182637,0.1391587812259132
intron,Average_Weight_intron,Hydrogen_bond_z,0.10990888436995365,0.07921526199012244,0.25281466592592267
intron,Average_Weight_intron,Stacking_energy_z,0.12668947635075775,0.04283869414714592,0.17849455894644134
intron,Average_Weight_intron,Solvation_z,-0.053632659813300426,0.3928068051750344,0.6620339413062377
upstream,Average_Weight_upstream,Shift_z,0.016517040634955998,0.7925526672311286,0.8967354644749803
upstream,Average_Weight_upstream,Slide_z,-0.04669588163331614,0.456946858337663,0.697016784134826
upstream,Average_Weight_upstream,Rise_z,0.008137528254691509,0.8969102637056348,0.9675864836257579
upstream,Average_Weight_upstream,Tilt_z,0.0509690404945985,0.4167677188643223,0.6759148441354215
upstream,Average_Weight_upstream,Roll_z,-0.03723866250079402,0.5531085168970218,0.7474439417527321
upstream,Average_Weight_upstream,Twist_z,0.020040946601139573,0.7496370554555076,0.8661943088690739
upstream,Average_Weight_upstream,A_philicity_energy_z,-0.20167338713916938,0.0011770536277610673,0.013581388012627699
upstream,Average_Weight_upstream,DNA_bendability_z,0.07344792489838275,0.24159957448183123,0.496437481811982
upstream,Average_Weight_upstream,X_Displacement_z,-0.09926685026175613,0.11309985199219863,0.29921722101729525
upstream,Average_Weight_upstream,Y_Displacement_z,0.06662845376099547,0.28822716902036377,0.5688694125401916
upstream,Average_Weight_upstream,Inclination_z,-0.21556912273708168,5.143870895175111e-4,0.011818060091389892
upstream,Average_Weight_upstream,Tip_z,0.019475423296995597,0.7564763630789912,0.8661943088690739
upstream,Average_Weight_upstream,Shear_z,-0.0772698521915522,0.21790790265138588,0.46602437639197636
upstream,Average_Weight_upstream,Stretch_z,0.05774160866379522,0.35751400588810534,0.6539890351611684
upstream,Average_Weight_upstream,Stagger_z,0.05617496089778665,0.37072943907269995,0.6620339413062377
upstream,Average_Weight_upstream,Buckle_z,-0.20187622514264872,0.001163357588717597,0.013581388012627699
upstream,Average_Weight_upstream,Propel_z,0.01420305199801744,0.8210862151866709,0.9056097961617694
upstream,Average_Weight_upstream,Opening_z,-0.10848679924705995,0.08320044908163583,0.26000140338011196
upstream,Average_Weight_upstream,Alpha_z,-0.10707270058163501,0.08732180192218673,0.26125746108750114
upstream,Average_Weight_upstream,Beta_z,-0.15703402884045498,0.01187366538431645,0.09169783483452183
upstream,Average_Weight_upstream,Gamma_z,-0.1719694613978154,0.005804473671616437,0.051215944161321504
upstream,Average_Weight_upstream,Delta_z,0.2099451187530198,7.237101213766556e-4,0.013569564775812292
upstream,Average_Weight_upstream,Epsilon_z,0.04529070144321308,0.47061717417514026,0.697016784134826
upstream,Average_Weight_upstream,Zeta_z,0.05026901650706729,0.42320423000457363,0.6759148441354215
upstream,Average_Weight_upstream,Chi_z,-0.05123655646015408,0.4143232292861715,0.6759148441354215
upstream,Average_Weight_upstream,Phase_z,0.2633351560455508,1.969508335252421e-5,9.847541676262104e-4
upstream,Average_Weight_upstream,Amplitude_z,-0.07228769552609358,0.24913569167777547,0.5050047804279233
upstream,Average_Weight_upstream,Hydrogen_bond_z,-0.04778393307038504,0.44651590637874294,0.6934800018158185
upstream,Average_Weight_upstream,Stacking_energy_z,-0.12184612216378406,0.05150373048102604,0.1980912710808694
upstream,Average_Weight_upstream,Solvation_z,-0.006857156581960498,0.9130606228472211,0.9675864836257579
downstream,Average_Weight_downstream,Shift_z,0.004976241421228776,0.9368491200744056,0.9675864836257579
downstream,Average_Weight_downstream,Slide_z,-0.0027739849795511144,0.9647715748311205,0.9778090285450547
downstream,Average_Weight_downstream,Rise_z,0.03129798538862803,0.6181744883332392,0.7858150275422532
downstream,Average_Weight_downstream,Tilt_z,0.06742648237317157,0.2824787303961821,0.5649574607923642
downstream,Average_Weight_downstream,Roll_z,0.06408048577857928,0.3071027297761349,0.5831064489420282
downstream,Average_Weight_downstream,Twist_z,-0.029652405474512863,0.6367693862073165,0.7893835366206403
downstream,Average_Weight_downstream,A_philicity_energy_z,-0.21443287097193328,5.515094709315283e-4,0.011818060091389892
downstream,Average_Weight_downstream,DNA_bendability_z,-0.004586645426759982,0.9417841773957376,0.9675864836257579
downstream,Average_Weight_downstream,X_Displacement_z,-0.11052509756065391,0.07753702491183574,0.25281466592592267
downstream,Average_Weight_downstream,Y_Displacement_z,0.1897863480369549,0.0022923477067273343,0.024560868286364296
downstream,Average_Weight_downstream,Inclination_z,0.05802110114284385,0.35518772422311917,0.6539890351611684
downstream,Average_Weight_downstream,Tip_z,0.04551677979307759,0.4684027319598034,0.697016784134826
downstream,Average_Weight_downstream,Shear_z,-0.24000608682220187,1.052582741234685e-4,0.0033303550293722088
downstream,Average_Weight_downstream,Stretch_z,-0.14311879524772517,0.021992456183813524,0.12687955490661648
downstream,Average_Weight_downstream,Stagger_z,-0.04405996058034434,0.48277249551706036,0.697016784134826
downstream,Average_Weight_downstream,Buckle_z,0.014377694010004218,0.818923984327442,0.9056097961617694
downstream,Average_Weight_downstream,Propel_z,0.13412300691928883,0.03193943612001744,0.1545456586452457
downstream,Average_Weight_downstream,Opening_z,-0.28404082258297675,3.876856479809315e-6,2.907642359856986e-4
downstream,Average_Weight_downstream,Alpha_z,-0.09231037939814603,0.14078215142544107,0.33519559863200254
downstream,Average_Weight_downstream,Beta_z,-0.1743474786675806,0.005152135856359693,0.04830127365337212
downstream,Average_Weight_downstream,Gamma_z,-0.03389244683670788,0.5893484546591302,0.7808477977013814
downstream,Average_Weight_downstream,Delta_z,0.10604353929212293,0.09042300015394644,0.26125746108750114
downstream,Average_Weight_downstream,Epsilon_z,0.028857393274405823,0.6458360587210219,0.7940607279356827
downstream,Average_Weight_downstream,Zeta_z,-0.08498032066463564,0.17526331973805911,0.40056758718800806
downstream,Average_Weight_downstream,Chi_z,0.05410951470686104,0.38860652023901865,0.6620339413062377
downstream,Average_Weight_downstream,Phase_z,0.12997091016296977,0.03769272785998634,0.17133058118175612
downstream,Average_Weight_downstream,Amplitude_z,-0.12214018778191253,0.050938954035057785,0.1980912710808694
downstream,Average_Weight_downstream,Hydrogen_bond_z,-0.29467790081201917,1.5965781063913702e-6,2.3948671595870553e-4
downstream,Average_Weight_downstream,Stacking_energy_z,-0.0760658219279584,0.2251852431676768,0.46913592326599335
downstream,Average_Weight_downstream,Solvation_z,0.05428311900554085,0.3870841358160555,0.6620339413062377
genome,Average_Weight_genome,Shift_z,-0.055063556239159886,0.38028504418022047,0.6620339413062377
genome,Average_Weight_genome,Slide_z,-0.05555764665313077,0.3760185337701589,0.6620339413062377
genome,Average_Weight_genome,Rise_z,-0.005331124176121429,0.9323558724356444,0.9675864836257579
genome,Average_Weight_genome,Tilt_z,-0.09953142393760636,0.11213794486666673,0.29921722101729525
genome,Average_Weight_genome,Roll_z,-0.032265197868891024,0.6073564600911788,0.7853747328765244
genome,Average_Weight_genome,Twist_z,0.004707776006254612,0.9402495554896763,0.9675864836257579
genome,Average_Weight_genome,A_philicity_energy_z,0.0984245409573783,0.11620531116995268,0.30006107750721056
genome,Average_Weight_genome,DNA_bendability_z,-6.625660713788946e-4,0.99158312938604,0.9952782591197111
genome,Average_Weight_genome,X_Displacement_z,0.128731559875597,0.03957127096979346,0.17457913663144176
genome,Average_Weight_genome,Y_Displacement_z,0.05406997460287386,0.3889537644803791,0.6620339413062377
genome,Average_Weight_genome,Inclination_z,-0.1176717787694432,0.060098345018812394,0.21690636041525257
genome,Average_Weight_genome,Tip_z,0.1388226097497505,0.026347101725774202,0.13851750693094275
genome,Average_Weight_genome,Shear_z,0.1078647573292474,0.08499365494330953,0.260184657989723
genome,Average_Weight_genome,Stretch_z,-0.15373365648649737,0.013802750190434837,0.09859107278882027
genome,Average_Weight_genome,Stagger_z,0.04268175277413531,0.49658303186181885,0.697016784134826
genome,Average_Weight_genome,Buckle_z,0.02968857162762154,0.6363582009841663,0.7893835366206403
genome,Average_Weight_genome,Propel_z,-0.13111099832646944,0.0360317947624114,0.16889903794880343
genome,Average_Weight_genome,Opening_z,0.0954859184197294,0.1275632391094236,0.3136800961707138
genome,Average_Weight_genome,Alpha_z,-0.09602103663544721,0.1254334149752898,0.3135835374382245
genome,Average_Weight_genome,Beta_z,-0.11691524765302908,0.061775973814972976,0.21690636041525257
genome,Average_Weight_genome,Gamma_z,-3.7168514519006913e-4,0.9952782591197111,0.9952782591197111
genome,Average_Weight_genome,Delta_z,0.052466533593372465,0.40319300538780645,0.6719883423130107
genome,Average_Weight_genome,Epsilon_z,0.04758107378460744,0.4484504011742293,0.6934800018158185
genome,Average_Weight_genome,Zeta_z,0.043378463492715444,0.48957548858580424,0.697016784134826
genome,Average_Weight_genome,Chi_z,-0.04968775413083203,0.42859245346975905,0.6767249265311985
genome,Average_Weight_genome,Phase_z,0.05022906568884943,0.4235733023248641,0.6759148441354215
genome,Average_Weight_genome,Amplitude_z,0.035438695436759184,0.5724672607403597,0.7666972242058389
genome,Average_Weight_genome,Hydrogen_bond_z,0.20740944924173943,8.417431114892509e-4,0.013581388012627699
genome,Average_Weight_genome,Stacking_energy_z,0.0652701183783755,0.2981908365959539,0.5808912401219881
genome,Average_Weight_genome,Solvation_z,-0.06448459863971669,0.3040559388251873,0.5831064489420282
