phylotree_tip_name,Assembly.Identifier,Phylum,Class,Order,Family,Genus,Organism.Name,Eusociality.level,Host.number,eigenvector_1,eigenvector_2,eigenvector_3,eigenvector_4,eigenvector_5,eigenvector_6,eigenvector_7,eigenvector_8,eigenvector_9,eigenvector_10,eigenvector_11,eigenvector_12,Lifespan,log_lifespan
Oscheius_tipulae_ott347938,GCA_037178975.1_ASM3717897v1,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Oscheius,Oscheius tipulae,0,0,-0.00796019342175681,-0.0871638071229185,0.0859483166197813,0.00110760260771587,0.0103507082559145,-0.00495532210054347,-0.001976374850877,5.4435946362271e-4,9.5946379387861e-4,3.1437256428226e-5,8.95454033793927e-5,-1.022981130699e-4,26,3.258096538021482
Cephaloboides_curvicaudata_ott4167756,GCA_964057225.1_nxAuaRhod1.1,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Auanema,Auanema rhodensis,0,0,-0.00796019150004014,-0.0871637487778448,0.0859482199468778,0.00110760059122939,0.0103506814961867,-0.00495529583535456,-0.00197635988338204,5.4435314302339e-4,9.5945220646361e-4,3.14367699998342e-5,8.95439885495758e-5,-1.0229626194388e-4,11,2.3978952727983707
Haemonchus_placei_placei_ott92689,GCA_900617895.1_H_placei_MHpl1_0011_upd,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Haemonchus,Haemonchus placei,0,1,-0.00796049619871128,-0.0871730002727157,0.0859635498955075,0.00110792038821734,0.0103549258163657,-0.0049594633322397,-0.00197873554628526,5.4535693672093e-4,9.6129256177086e-4,3.15140638327678e-5,8.97688165826372e-5,-1.0259051756625e-4,175.25,5.166213525914699
Onchocerca_lupi_ott847619,GCA_028564675.1_Olupi_Ro2020_NM.1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Onchocerca,Onchocerca lupi,0,2,-0.00795789524449731,-0.0870939600594925,0.0858324581624465,0.00110518185217685,0.0103185239931902,-0.00492352306494677,-0.00195815280343477,5.365876766566e-4,9.4519953985243e-4,3.08333937879834e-5,8.77875730893009e-5,-9.99850111111305e-5,3131.55,8.049283368627078
Panagrellus_redivivus_ott395066,GCA_000341325.1_Pred3,Nematoda,Chromadorea,Rhabditida,Panagrolaimidae,Panagrellus,Panagrellus redivivus,0,0,-0.00795735139937708,-0.0870775106193208,0.0858053127118294,0.00110461914111928,0.0103111079554082,-0.00491642473083745,-0.0019541949681198,5.3498278445839e-4,9.4227153917815e-4,3.07148697599572e-5,8.74440746121599e-5,-9.95470577876579e-5,32.775,3.4896660296497637
Necator_americanus_ott856981,GCA_031761385.1_Nec_am_Ar_1.0,Nematoda,Chromadorea,Rhabditida,Ancylostomatidae,Necator,Necator americanus,0,1,-0.00796044015474304,-0.0871712986240473,0.085960730225194,0.00110786156734493,0.0103541451514931,-0.00495869680131571,-0.00197829859053969,5.4517231024286e-4,9.6095406787656e-4,3.14998473753188e-5,8.97274645600706e-5,-1.0253639613169e-4,4603.222222,8.434511820296928
Brugia_malayi_ott295367,GCA_000002995.5_B_malayi-4.0,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Brugia,Brugia malayi,0,2,-0.00795788880864495,-0.087093764763472,0.0858321347541022,0.00110517511202585,0.0103184346327657,-0.00492343565307712,-0.00195810313426843,5.3656681116029e-4,9.4516131095025e-4,3.08317961875902e-5,8.77829283335235e-5,-9.99789528689061e-5,2677.305,7.892565970538081
Lepidochitona_cinerea_ott472453,GCA_963971465.1_xpLepCine2.1,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Lepidochitona,Lepidochitona cinerea,0,0,-0.0638967872297243,0.0069796214314424,0.00109450825565713,5.44183551589719e-5,6.4940061033016e-4,-3.56012892218e-4,-1.3498009407506e-4,2.66494800584825e-5,4.27853934648601e-5,-9.83503269913598e-6,-0.00950163371794544,-0.00126438914902746,1140.625,7.039331636770856
Katharina_tunicata_ott837687,GCA_032466195.1_ASM3246619v1,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,Katharina tunicata,0,0,-0.0638968157670082,0.00697963007437093,0.00109451053306185,5.44185384324366e-5,6.4940371599659e-4,-3.5601638250837e-4,-1.349819846786e-4,2.66500522584984e-5,4.27863489691943e-5,-9.83531406736723e-6,-0.00950191129207703,-0.00126443144824322,6205,8.733110697638708
Acanthopleura_granulata_ott457177,GCA_016165875.1_ASM1616587v1,Mollusca,Polyplacophora,Chitonida,Chitonidae,Acanthopleura,Acanthopleura granulata,0,0,-0.0638963186772257,0.00697947952293577,0.00109447086270682,5.44153459522143e-5,6.4934961730694e-4,-3.5595558234154e-4,-1.3494905002279e-4,2.66400840478891e-5,4.2769703195568e-5,-9.83041221161628e-6,-0.0094970755204052,-0.00126369451417536,2069.854167,7.635233433053008
Cryptochiton_stelleri_ott632182,GCA_031471745.1_ASM3147174v1,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Cryptochiton,Cryptochiton stelleri,0,0,-0.0638968157670082,0.00697963007437093,0.00109451053306185,5.44185384323883e-5,6.4940371599657e-4,-3.5601638250835e-4,-1.3498198467851e-4,2.66500522585441e-5,4.27863489691952e-5,-9.83531406740553e-6,-0.00950191129207709,-0.0012644314482432,9976.666667,9.208004312212045
Linyphia_triangularis_ott517086,GCA_963978545.1_qqLinTria7.1,Arthropoda (Chelicerata),Arachnida,Araneae,Linyphiidae,Linyphia,Linyphia triangularis,0,0,-0.00669258216087673,-0.0403714019090519,-0.0203423208524705,-0.00274911203865345,-0.190050759310742,-0.0263736403879414,-0.008201317171874,0.0019056965581438,0.00331683379896762,1.0079664665335e-4,2.3309440345547e-4,-2.596192277875e-4,264.625,5.578313729455029
Trichonephila_clavipes_ott201922,GCA_019973935.1_Tncv_1.0,Arthropoda (Chelicerata),Arachnida,Araneae,Nephilidae,Trichonephila,Trichonephila clavipes,0,0,-0.00669258216087673,-0.0403714019090519,-0.0203423208524705,-0.00274911203865347,-0.190050759310742,-0.0263736403879414,-0.008201317171874,0.00190569655814378,0.00331683379896762,1.0079664665334e-4,2.330944034554e-4,-2.596192277874e-4,365,5.8998973535824915
Larinioides_sclopetarius_ott703350,GCA_964023285.1_Lsc-v1-1,Arthropoda (Chelicerata),Arachnida,Araneae,Araneidae,Larinioides,Larinioides sclopetarius,0,0,-0.00669258216087673,-0.0403714019090519,-0.0203423208524705,-0.00274911203865346,-0.190050759310742,-0.0263736403879414,-0.008201317171874,0.00190569655814381,0.00331683379896763,1.0079664665336e-4,2.3309440345546e-4,-2.5961922778748e-4,595,6.38856140554563
Acanthoscurria_geniculata_ott44519,GCA_000661875.1_Agen_v1,Arthropoda (Chelicerata),Arachnida,Araneae,Theraphosidae,Acanthoscurria,Acanthoscurria geniculata,0,0,-0.00669107036369263,-0.0403461104271016,-0.020320901564719,-0.00274442497415096,-0.189590445186596,-0.0262424877677164,-0.00814297458306535,0.00188486695071576,0.00327911618061271,9.93254557880585e-5,2.2961970416874e-4,-2.5518148777187e-4,3491,8.157943507105037
Sepia_bandensis_ott2868417,GCA_037127315.1_Cuttlefish_Shasta_Assembly-Phased_Primary,Mollusca,Cephalopoda,Sepiida,Sepiidae,Ascarosepion,Ascarosepion bandense,0,0,-0.0643231708005581,0.00711082918849029,0.00112968509155844,5.73274194461773e-5,7.0025810997059e-4,-4.2071544977661e-4,-1.7480780254536e-4,4.43905205651426e-5,7.50994749990079e-5,-1.28661292322984e-5,-0.0138795572986596,-0.00623424780081455,273.75,5.612215281130711
Sepiola_parva_ott2868474,GCA_964059275.1_xcSepParv1.hap1.1,Mollusca,Cephalopoda,Sepiida,Sepiolidae,Eumandya,Eumandya parva,0,0,-0.0643228518826559,0.00711073143536035,0.00112965899617386,5.73252760260304e-5,7.0022093099292e-4,-4.2066965627296e-4,-1.7478061751059e-4,4.43799372699237e-5,7.50808520060199e-5,-1.28620417991958e-5,-0.0138750547077839,-0.00623193168269595,91.25,4.513602992462601
Sepiola_atlantica_ott562824,GCA_963556195.1_xcSepAtla11.1,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepiola,Sepiola atlantica,0,0,-0.0643228518826559,0.00711073143536035,0.00112965899617386,5.73252760260741e-5,7.0022093099291e-4,-4.2066965627296e-4,-1.7478061751061e-4,4.43799372699571e-5,7.5080852006047e-5,-1.2862041799114e-5,-0.013875054707784,-0.00623193168269573,304.1666667,5.717575796898126
Sepia_lycidas_ott262643,GCA_963932145.1_xcSepLyci1.1,Mollusca,Cephalopoda,Sepiida,Sepiidae,Acanthosepion,Acanthosepion lycidas,0,0,-0.0643231937050851,0.00711083620901434,0.00112968696568434,5.73275733808645e-5,7.002607800263e-4,-4.2071873832403e-4,-1.7480975468625e-4,4.43912804863858e-5,7.51008121893152e-5,-1.28664227039379e-5,-0.0138798805759262,-0.00623441408626473,365,5.8998973535824915
Sepia_esculenta_ott622220,GCA_964036315.1_xcSepEscu2.1,Mollusca,Cephalopoda,Sepiida,Sepiidae,Acanthosepion,Acanthosepion esculentum,0,0,-0.0643231937050851,0.00711083620901434,0.00112968696568433,5.73275733808645e-5,7.002607800263e-4,-4.2071873832402e-4,-1.7480975468627e-4,4.43912804863784e-5,7.51008121893238e-5,-1.28664227038065e-5,-0.0138798805759264,-0.00623441408626437,365,5.8998973535824915
Cryptolaemus_montrouzieri_ott1076877,GCA_013387265.2_ASM1338726v2,Arthropoda (Mandibulata),Insecta,Coleoptera,Coccinellidae,Cryptolaemus,Cryptolaemus montrouzieri,0,0,-0.00721349422441055,-0.0547750670118344,-0.0549675900440287,0.0491236000106188,0.00967867225161357,0.0263685371194955,0.122775728716062,-0.211528727095322,0.17291197109543,0.0879873705520614,1.6969974217963e-4,-3.957273479201e-4,81.71,4.403176393396616
Rhyzopertha_dominica_ott633644,GCA_025024175.1_Rdo_ARS_Dec2018,Arthropoda (Mandibulata),Insecta,Coleoptera,Bostrichidae,Rhyzopertha,Rhyzopertha dominica,0,0,-0.00720712505368447,-0.0546409044879909,-0.0547412420174544,0.0487959244498789,0.00958691428970783,0.0258544453380308,0.119346833750351,-0.202429750006445,0.165171564560214,0.0829214863439963,1.5971895297091e-4,-3.6900181988709e-4,189.5,5.244389024522481
Dalotia_coriaria_ott1010594,GCA_025399875.3_Caltech_Dcor_3.1,Arthropoda (Mandibulata),Insecta,Coleoptera,Staphylinidae,Dalotia,Dalotia coriaria,0,0,-0.00718293218025292,-0.0541312372749549,-0.0538812659328213,0.047550731907918,0.0092381538401772,0.0238989925239329,0.106296203929584,-0.167760011027315,0.135674607161275,0.0635985681289057,1.2164559005834e-4,-2.6698884269258e-4,68.95,4.233381604239311
Plagiodera_versicolora_ott535621,GCA_037013635.1_ASM3701363v1,Arthropoda (Mandibulata),Insecta,Coleoptera,Chrysomelidae,Plagiodera,Plagiodera versicolora,0,0,-0.00720832690808826,-0.0546662017601938,-0.0547838872677004,0.0488575844244703,0.00960415727226469,0.0259505813384094,0.119985376841516,-0.20411141631074,0.166600870813657,0.0838508053202904,1.6154872039147e-4,-3.738791693342e-4,43.11,3.763754988759043
Dastarcus_helophoroides_ott524802,GCA_028583605.1_ASM2858360v1,Arthropoda (Mandibulata),Insecta,Coleoptera,Bothrideridae,Dastarcus,Dastarcus helophoroides,0,0,-0.00721342421767405,-0.0547735930592841,-0.0549651045592409,0.0491200046260971,0.00967766629632083,0.026362917946085,0.122738344157994,-0.211429967078632,0.172828000566031,0.0879326221310535,1.6959191648224e-4,-3.9543936483577e-4,1496.9,7.31115158192119
Adalia_bipunctata_revelierei_ott7165568,GCA_910592335.1_icAdaBipu1.1,Arthropoda (Mandibulata),Insecta,Coleoptera,Coccinellidae,Adalia,Adalia bipunctata,0,0,-0.00721352820450552,-0.0547757824375108,-0.0549687964352102,0.0491253450945325,0.00967916050242697,0.0263712642946439,0.122793871879329,-0.211576652597164,0.172952719287027,0.0880139363831762,1.6975206260024e-4,-3.9586707992817e-4,74.43,4.309859086371819
Coccinella_septempunctata_brucki_ott646773,GCA_907165205.1_icCocSept1.1,Arthropoda (Mandibulata),Insecta,Coleoptera,Coccinellidae,Coccinella,Coccinella septempunctata,0,0,-0.00721352820450552,-0.0547757824375108,-0.0549687964352102,0.0491253450945325,0.00967916050242696,0.0263712642946439,0.122793871879329,-0.211576652597164,0.172952719287027,0.0880139363831762,1.6975206260029e-4,-3.958670799283e-4,69.28,4.2381562642541795
Marioniopsis_babai_ott7960344,GCA_030265205.1_ASM3026520v1,Mollusca,Gastropoda,Nudibranchia,Dironidae,Dirona,Dirona pellucida,0,0,-0.0648380779486619,0.00727224429906109,0.00117384730373186,6.10988475786104e-5,7.6868016125838e-4,-5.2173057768171e-4,-2.4714689008263e-4,9.07146527393329e-5,1.6399569309592e-4,-3.3355569251518e-5,-0.0431915430707496,-0.0955138174613984,365,5.8998973535824915
